radius_mean,symmetry_mean,predicted
13.27,0.1496,0.18017657006285218
14.34,0.2075,0.181406330371163
10.44,0.1788,0.17692402644367494
15.0,0.1881,0.1821648741127379
12.62,0.1514,0.17942951940827084
12.83,0.2123,0.17967087423513556
17.05,0.2131,0.1845209569464175
11.32,0.1869,0.17793541809910815
11.22,0.1845,0.17782048722917254
20.51,0.1448,0.18849756504618898
9.567,0.1551,0.17592067994913724
14.03,0.1517,0.18105004467436267
23.21,0.1909,0.19160069853444994
20.48,0.1467,0.18846308578520832
14.22,0.1342,0.18126841332724028
17.46,0.1809,0.18499217351315345
13.64,0.1717,0.18060181428161387
12.42,0.1546,0.17919965766839965
11.3,0.2054,0.17791243192512102
13.75,0.1773,0.180728238238543
19.4,0.1978,0.18722183238990392
10.48,0.1737,0.17696999879164918
13.2,0.1487,0.18009611845389725
12.89,0.1596,0.17973983275709693
10.65,0.1897,0.17716538127053968
11.52,0.1883,0.17816527983897934
20.94,0.2205,0.188991767786912
11.5,0.1834,0.1781422936649922
19.73,0.1733,0.18760110426069138
17.3,0.1813,0.1848082841212565
19.45,0.1776,0.1872792978248717
13.96,0.1908,0.18096959306540775
19.55,0.1893,0.18739422869480732
15.32,0.2398,0.18253265289653178
15.66,0.2495,0.18292341785431282
15.53,0.2091,0.18277400772339653
20.31,0.1814,0.18826770330631779
17.35,0.1564,0.1848657495562243
17.29,0.2108,0.18479679103426294
15.61,0.1547,0.182865952419345
17.19,0.1867,0.18468186016432736
20.73,0.1769,0.18875041296004727
10.6,0.1922,0.1771079158355719
13.59,0.1635,0.18054434884664605
12.87,0.201,0.1797168465831098
10.71,0.1668,0.17723433979250103
14.29,0.1508,0.1813488649361952
11.29,0.1769,0.17790093883812746
21.75,0.1721,0.18992270783339033
9.742,0.2081,0.17612180897152452
17.93,0.1538,0.18553234860185072
11.89,0.2015,0.178590524057741
11.33,0.1954,0.1779469111861017
18.81,0.155,0.18654374025728393
13.59,0.1573,0.18054434884664605
13.85,0.211,0.1808431691084786
19.16,0.1902,0.1869459983020585
11.74,0.2101,0.17841812775283764
19.4,0.1893,0.18722183238990392
16.24,0.1876,0.18359001689993923
12.89,0.1432,0.17973983275709693
12.58,0.1697,0.1793835470602966
11.94,0.1588,0.1786479894927088
12.89,0.1337,0.17973983275709693
11.26,0.2595,0.17786645957714678
11.37,0.2013,0.17799288353407594
14.41,0.1714,0.18148678198011792
14.96,0.1879,0.18211890176476367
12.95,0.173,0.17980879127905827
11.85,0.1875,0.17854455170976677
12.72,0.1638,0.17954445027820642
13.77,0.1592,0.18075122441253014
10.91,0.1449,0.17746420153237222
11.76,0.1619,0.17844111392682474
14.26,0.1635,0.18131438567521452
10.51,0.1695,0.17700447805262987
19.53,0.1792,0.18737124252082019
12.46,0.1781,0.1792456300163739
20.09,0.2249,0.1880148553924595
10.49,0.1482,0.17698149187864273
11.46,0.1411,0.17809632131701797
11.6,0.1935,0.1782572245349278
13.2,0.1632,0.18009611845389725
9.0,0.1788,0.17526902191660243
13.5,0.1365,0.18044091106370402
13.05,0.1453,0.17992372214899388
11.7,0.1936,0.1783721554048634
14.61,0.1632,0.1817166437199891
12.76,0.1601,0.17959042262618066
11.54,0.1833,0.17818826601296645
8.597,0.2163,0.174805850510762
12.49,0.1215,0.17928010927735455
12.18,0.1673,0.17892382358055423
18.22,0.1807,0.18586564812466394
9.042,0.233,0.17531729288197537
12.43,0.1472,0.1792111507553932
10.25,0.1743,0.17670565779079733
20.16,0.1928,0.1880953070014144
12.86,0.1543,0.17970535349611624
20.34,0.2569,0.18830218256729847
12.2,0.1638,0.17894680975454136
12.67,0.1707,0.17948698484323863
14.11,0.1373,0.18114198937031115
12.03,0.1382,0.17875142727565085
16.27,0.1948,0.18362449616091991
16.26,0.1869,0.18361300307392636
16.03,0.1782,0.1833486620730745
12.98,0.1761,0.17984327054003896
11.22,0.194,0.17782048722917254
11.25,0.1773,0.17785496649015323
12.3,0.1539,0.17906174062447694
17.06,0.1727,0.18453245003341107
12.99,0.1652,0.1798547636270325
18.77,0.1953,0.1864977679093097
10.05,0.189,0.17647579605092614
23.51,0.1797,0.1919454911442567
14.42,0.1912,0.18149827506711147
9.606,0.2036,0.1759655029884121
11.06,0.1776,0.17763659783727562
19.68,0.2082,0.18754363882572356
11.71,0.2009,0.17838364849185695
10.26,0.1633,0.17671715087779089
12.06,0.1555,0.1787859065366315
14.76,0.1521,0.18188904002489248
11.47,0.1634,0.17810781440401152
11.95,0.2459,0.17865948257970238
11.66,0.1671,0.17832618305688916
15.75,0.2375,0.18302685563725485
25.73,0.1956,0.19449695645682685
15.08,0.1647,0.18225681880868638
11.14,0.169,0.1777285425332241
12.56,0.1533,0.17936056088630947
13.05,0.2035,0.17992372214899388
13.87,0.1424,0.18086615528246572
8.878,0.193,0.17512880625528102
9.436,0.1506,0.1757701205095216
12.54,0.1528,0.17933757471232237
13.3,0.1815,0.18021104932383286
12.76,0.1759,0.17959042262618066
16.5,0.1495,0.18388883716177176
13.4,0.165,0.18032598019376844
20.44,0.1618,0.18841711343723408
20.2,0.1875,0.18814127934938865
12.21,0.1695,0.1789583028415349
21.71,0.1717,0.1898767354854161
22.01,0.1824,0.19022152809522286
16.35,0.2175,0.1837164408568684
15.19,0.1721,0.18238324276561552
21.37,0.1973,0.18948597052763508
20.64,0.1571,0.18864697517710524
13.69,0.1872,0.18065927971658166
16.17,0.199,0.18350956529098433
10.57,0.2188,0.1770734365745912
13.46,0.1421,0.18039493871572979
13.66,0.1792,0.18062480045560098
11.08,0.2196,0.17765958401126272
11.27,0.2018,0.17787795266414036
11.04,0.2003,0.17761361166328848
12.05,0.1203,0.17877441344963796
12.39,0.1779,0.17916517840741897
13.28,0.1617,0.18018806314984573
14.6,0.1627,0.18170515063299553
12.21,0.1646,0.1789583028415349
13.88,0.1607,0.18087764836945927
11.27,0.181,0.17787795266414036
19.55,0.1989,0.18739422869480732
10.26,0.18,0.17671715087779089
8.734,0.1985,0.17496330580257374
15.49,0.1929,0.18272803537542232
21.61,0.2162,0.18976180461548048
12.1,0.1937,0.17883187888460575
14.06,0.1641,0.18108452393534336
13.51,0.1806,0.1804524041506976
12.8,0.1574,0.1796363949741549
11.06,0.1535,0.17763659783727562
11.8,0.1847,0.17848708627479898
17.91,0.2113,0.18550936242786362
11.93,0.1601,0.17863649640571524
12.96,0.1874,0.17982028436605185
12.94,0.1735,0.17979729819206472
12.34,0.1571,0.17910771297245118
10.94,0.1486,0.1774986807933529
16.14,0.1735,0.18347508603000365
12.85,0.158,0.1796938604091227
17.99,0.1992,0.18560130712381206
12.27,0.1966,0.17902726136349625
11.36,0.1601,0.1779813904470824
11.04,0.1714,0.17761361166328848
9.397,0.1274,0.17572529747024673
14.99,0.1944,0.18215338102574435
15.13,0.1852,0.18231428424365417
11.89,0.2019,0.178590524057741
9.405,0.2025,0.17573449193984156
15.5,0.2085,0.18273952846241587
12.7,0.1583,0.1795214641042193
11.16,0.1615,0.1777515287072112
11.57,0.2031,0.17822274527394713
14.69,0.2086,0.18180858841593756
11.61,0.1886,0.17826871762192137
13.66,0.1848,0.18062480045560098
9.742,0.2538,0.17612180897152452
10.03,0.163,0.176452809876939
10.48,0.1925,0.17696999879164918
10.8,0.2016,0.17733777757544306
11.13,0.1511,0.1777170494462305
12.72,0.1459,0.17954445027820642
14.9,0.2041,0.18204994324280233
12.4,0.1811,0.17917667149441252
20.18,0.1724,0.18811829317540152
18.82,0.1943,0.18655523334427748
14.86,0.1573,0.18200397089482806
13.98,0.1669,0.18099257923939488
12.87,0.1861,0.1797168465831098
14.04,0.1714,0.18106153776135622
13.85,0.1555,0.1808431691084786
14.02,0.1589,0.18103855158736912
10.97,0.1489,0.1775331600543336
17.27,0.1467,0.18477380486027584
13.78,0.1405,0.1807627174995237
10.57,0.2372,0.1770734365745912
18.03,0.172,0.18564727947178633
11.99,0.182,0.17870545492767662
17.75,0.1713,0.18532547303596666
14.8,0.1893,0.18193501237286672
14.53,0.1473,0.18162469902404063
21.1,0.1554,0.18917565717880896
11.87,0.1349,0.1785675378837539
19.59,0.1663,0.18744020104278153
12.0,0.1615,0.17871694801467017
14.53,0.165,0.18162469902404063
12.62,0.1799,0.17942951940827084
13.38,0.1375,0.18030299401978134
11.63,0.1799,0.17829170379590847
13.21,0.1619,0.18010761154089083
13.0,0.1667,0.17986625671402606
9.755,0.1621,0.17613674998461615
17.08,0.1793,0.1845554362073982
27.42,0.2061,0.19643928815873835
14.4,0.1707,0.18147528889312436
11.6,0.1516,0.1782572245349278
13.17,0.1454,0.1800616391929166
13.24,0.1601,0.1801420908018715
13.14,0.1562,0.1800271599319359
9.668,0.168,0.17603676012777217
17.6,0.1696,0.18515307673106327
11.62,0.1957,0.17828021070891492
9.667,0.2238,0.17603561081907282
12.04,0.1854,0.1787629203626444
14.92,0.1687,0.18207292941678943
12.27,0.1701,0.17902726136349625
10.88,0.1861,0.17742972227139153
12.83,0.1705,0.17967087423513556
14.2,0.1506,0.18124542715325317
13.9,0.1813,0.1809006345434464
11.49,0.1779,0.17813080057799865
16.25,0.2151,0.18360150998693278
12.16,0.1464,0.17890083740656712
13.9,0.1579,0.1809006345434464
13.47,0.1779,0.18040643180272337
13.7,0.1732,0.1806707728035752
15.73,0.1784,0.18300386946326772
12.45,0.2082,0.17923413692938034
14.64,0.1409,0.18175112298096976
19.44,0.1823,0.18726780473787816
11.68,0.1853,0.17834916923087626
16.69,0.1846,0.1841072058146494
12.25,0.1544,0.17900427518950915
17.85,0.122,0.18544040390590225
18.01,0.2116,0.1856242932977992
12.46,0.1613,0.1792456300163739
13.16,0.1713,0.18005014610592301
14.87,0.1487,0.18201546398182164
12.65,0.1641,0.1794639986692515
12.47,0.1526,0.17925712310336744
18.49,0.1832,0.18617596147349003
20.59,0.1848,0.18858950974213745
15.04,0.1668,0.18221084646071214
13.82,0.2275,0.18080868984749793
12.54,0.1943,0.17933757471232237
23.09,0.1505,0.19146278149052723
9.268,0.2378,0.17557703664802982
9.676,0.2057,0.17604595459736702
12.22,0.2124,0.17896979592852846
11.06,0.1954,0.17763659783727562
16.3,0.1711,0.1836589754219006
15.46,0.1807,0.18269355611444163
11.74,0.1499,0.17841812775283764
14.81,0.1659,0.18194650545986027
13.4,0.2116,0.18032598019376844
14.58,0.1739,0.18168216445900842
15.05,0.1561,0.1822223395477057
11.34,0.1927,0.17795840427309526
18.31,0.186,0.18596908590760597
19.89,0.1802,0.18778499365258833
12.88,0.1709,0.17972833967010338
12.75,0.212,0.1795789295391871
9.295,0.2197,0.17560806798291242
24.63,0.1991,0.19323271688753535
11.26,0.1637,0.17786645957714678
13.71,0.1714,0.18068226589056877
9.847,0.1387,0.17624248638495688
8.571,0.1678,0.17477596848457874
13.46,0.1723,0.18039493871572979
12.34,0.1689,0.17910771297245118
13.94,0.1976,0.18094660689142064
12.07,0.1657,0.1787973996236251
11.75,0.1598,0.1784296208398312
11.67,0.1859,0.1783376761438827
13.68,0.1631,0.1806477866295881
20.47,0.2166,0.18845159269821474
10.96,0.1619,0.17752166696734
20.55,0.2127,0.1885435373941632
14.27,0.1926,0.18132587876220807
11.69,0.2131,0.17836066231786984
7.729,0.187,0.17380825055972107
7.691,0.2037,0.17376457682914553
11.54,0.1818,0.17818826601296645
14.47,0.1872,0.18155574050207926
14.74,0.184,0.18186605385090537
13.21,0.1628,0.18010761154089083
13.87,0.162,0.18086615528246572
13.62,0.1664,0.18057882810762674
10.32,0.1885,0.17678610939975223
10.26,0.1669,0.17671715087779089
9.683,0.158,0.17605399975826252
10.82,0.1976,0.1773607637494302
10.86,0.1661,0.17740673609740443
11.13,0.203,0.1777170494462305
12.77,0.1539,0.17960191571317421
9.333,0.1692,0.17565174171348794
12.88,0.1566,0.17972833967010338
10.29,0.1593,0.17675163013877154
10.16,0.1791,0.17660222000785528
9.423,0.1742,0.17575517949643
14.59,0.1454,0.18169365754600197
11.51,0.1388,0.17815378675198576
14.05,0.1537,0.18107303084834978
11.2,0.106,0.17779750105518544
15.22,0.2128,0.1824177220265962
20.92,0.2149,0.1889687816129249
21.56,0.1726,0.1897043391805127
20.13,0.1752,0.18806082774043373
16.6,0.159,0.18400376803170737
20.6,0.2397,0.188601002829131
7.76,0.1587,0.1738438791294011
